ica,ingrediente,marca,empresa,,concentracion,formulacion,origen
1452,TRIADIMEFON,MAPLEFON 250 EC,AGRO LEAD COLOMBIA S.A.S,,250 g/L,EC,CHINA
1453,PENDIMETALINA,HERTALIN 50O EC,LABORATORIOS CHALVER DE COLOMBIA S.A,,500 g/L,EC,COLOMBIA
1454,DIMETOATO,HELMITOX 400 EC,HELM ANDINA LTDA,,400 g/L,EC,CHINA
1455,DIMETHOMORPH,TROYANO  500 WP,TRUST QUIMICA S.A.S.,,500 g/Kg,WP,CHINA
1456,CLOROTALONIL,DACONIL  720 SC,SYNGENTA S.A,,720 g/L,SC,ESTADOS UNIDOS COLOMBIA
1457,CLOTHIANIDIN,CLOTHIANIDIN RAINBOW  50 WG,RAINBOW AGROSCIENCES S.A.S,,500 g/Kg,WG,CHINA
1458,AZOXYSTROBIN + CYPROCONAZOLE,AZOXYSTROBIN + CYPROCONAZOLE RAINBOW 280 SC,RAINBOW AGROSCIENCES S.A.S,,200 g/L. 80g/L,SC,CHINA
1459,"2,4-D",AMINA RAINBOW  720 SL,RAINBOW AGROSCIENCES S.A.S,,720 g/L,SL,CHINA
1460,FOMESAFEN,FOKUS SL,HANSEANDINA LTDA,,250 g/L,SL,CHINA
1461,OXADIAZON+PRETIL ACHLOR,OXACLOR VECOL 580 EC,"EMPRESA COLOMBIANA DE PRODUCTOS VETERINARIOS S.A ""VECOL S.A""",,"250 g/L , 330g/L",EC,CHINA
1462,CARBENDAZIM ISOPROTIOLANE,KING SC,"AGROQUIMICOS SEMILLAS Y EQUIPOS DE RIEGO S.A ""AGROSER S.A""",,"300 g/L,150 g/L",SC,VENEZUELA
1463,ABAMECTINA,CAMPOTIN  18 EC,CAMPO CIENCIA AGRO S.A.S,,18 g/L,EC,CHINA
1464,ATRAZINA,ATRAZINE 80 HXS ,HANSEANDINA  LIMITADA,,800 g/ Kg,WP,CHINA
1465,CARFENTRAZONE ETHYL,CARFENTRAZONE ETHYL RAINBOW 400 EC,RAINBOW AGROSCIENCES S.A.S,,400 g/L,EC,CHINA
1466,BISPYRIBAC SODIUM,CAMPOBAC 400 SC,CAMPO CIENCIA AGRO S.A.S,,400 g/L,SC,CHINA
1467,IMIDACLOPRID,CAMPO IMIDA  350 SC,CAMPO CIENCIA AGRO S.A.S,,350 g/L,SC,CHINA
1468,EMAMECTIN BENZOATE,EMAMECTIN BENZOATE RAINBOW 5 SG,RAINBOW AGROSCIENCES S.A.S,,50 g/Kg,SG,CHINA
1469,ETHEPHON,QUICKER 480 SL,RAINBOW AGROSCIENCES S.A.S,,480 g/L,SL,CHINA
1470,AZOXYSTROBIN FLUTRIAFOL,TAKADA 500 SC-DVA,DVA DE COLOMBIA LTDA,,"250 g/L, 250 g/L",SC,CHINA
1471,PROPAMOCAR HYDROCHLORIDE,PANOL 722 SL,RAINBOW AGROSCIENCES S.A.S,,722 g/L,SL,CHINA
1472,AZOXYSTROBIN CYPROCONAZOLE,DUOGEN  280 SC,CAMPO CIENCIA AGRO S.A.S,,"200 g/L , 80 g/L",SC,CHINA
1473,AZOXYSTROBIN CLOROTALONIL,AZOXIL ONIL 560 SC- DVA,DVA DE COLOMBIA LTDA,,"80 g/L,500 g/L",SC,CHINA
1474,ABAMECTINA,TROMPA SB,VECTORS AND PEST MANAGEMENT LTDA,,0.5 g/Kg,SB,MEXICO
1475,CARBENDAZIM,CAMPO DAZIM 500 SC,CAMPO CIENCIA AGRO S.A.S,,500 g/L,SC,CHINA
1476,"PICLORAM+ACIDO 2,4D",CAMPOGAN 304 SL,CAMPO CIENCIA AGRO S.A.S,,64 g/L,SL,CHINA
1477,FLUOXASTROBIN,DISARM 480 SC,ARYSTA LIFESCIENCE DE COLOMBIA S.A.S,,480 g/L,SC,"ESTADOS UNIDOS, COLOMBIA"
1478,METSULFURON METHYL,METSULFURON RAINBOW 60 WG,RAINBOW AGROSCIENCES S.A.S,,600 g/Kg,WG,CHINA
1479,BENOMYL,BENOMYL DEL MONTE 50 WP,DEL MONTE AGROSCIENCES S.A.S,,500 g/Kg,WP,CHINA
1480,PYRIMETANIL,ETHPYRY  600 SC,RAINBOW AGROSCIENCES S.A.S,,600 g/L,SC,CHINA
1481,IMIDACLOPRID,TANREK 500 SC,AVGUST COLOMBIA S.A.S.,,500 g/L,SC,"RUSIA, CHINA"
1482,PROPAMOCARB HYDROCHLORIDE,ZYNGO 700 SL,PHYTOCARE S.A.S,,700 g/L,SL,CHINA
1483,PARAQUAT,PARAQUAT NEW BRIDGE,NEW BRIDGE AGROCHEM COLOMBIA LTDA,,200 g/L,SL,REINO UNIDO
1484,PROPANIL CLOMAZONES,STAMONE ,RICECO  INTERNACIONAL COLOMBIA S.A.S,,"456 g/L, 114 g/L",EC,COLOMBIA
1485,IMIDACLOPRID,IMIDACLOPRID 600 FS- DVA,DVA DE COLOMBIA LTDA,,600 g/L,FS,CHINA
1486,TEBUCONAZOLE TRIADIMENOL,MINK 300 EC,NOVAG S.A.S,,"225 g/L, 75 g/L",EC,CHINA
1487,THIAMETOZAM LAMBDA-,MITERRA,ANASAC COLOMBIA LTDA,,"141/g/L, 106 g/L",SC,CHINA
1488,FIPRONIL,RAINBONIL PRO 80 WG,RAINBOW AGROSCIENCES S.A.S,,800 g/Kg,WG,CHINA
1489,AZOXYSTROBIN,GENBIN 500 WG,CAMPO CIENCIA AGRO S.A.S,,50%,WG,CHINA
1490,DIFECONAZOLE,DIFECONAZOLE DEL MONTE 250 EC,DEL MONTE AGROSCIENCES S.A.S,,250 g/L,EC,CHINA
1491,CYMOXANIL MANCOZEB,CAMPOFUL 720 WP,CAMPO CIENCIA AGRO S.A.S,,"80 g/Kg , 640g/Kg",WP,CHINA
1492,"2,4-D",CAMPO AMIN 720 SL,CAMPO CIENCIA AGRO S.A.S,,720 g/L,SL,CHINA
1493,KRESOXYM-METYL,KRESOXYM METIL 500 WG-DVA,DVA DE COLOMBIA LTDA,,500 g/Kg,WG,INDIA
1494,OXADIAZON,LYON 60 ME,QUIMICOS OMA S.A,,60 g/L,ME,COLOMBIA CHINA
1496,CYANTRANLIPROLE,VERIMARK ,DUPON DE COLOMBIA S.A,,18.66% w/w,SC,"USA,BRASIL"
1497,IMIDACLOPRID,KONDOR XTRA 70 WG,RAINBOW AGROSCIENCES S.A.S,,700%,WG,CHINA
1498,OXADIAZON+BUTACL OR,BORRASCA 450 EC,LABORATORIOS CHALVER DE COLOMBIA S.A,,"150 g/L,300 g/L",EC,COLOMBIA
1499,GLUFOSINATO DE AMONIO,ZULU SL,"AGROQUIMICOS SEMILLAS Y EQUIPOS DE RIEGO S.A ""AGROSER S.A""",,150 g/L,SL,VENEZUELA
1500,CLORIMURON ETHIL,CLORIMURON VECOL 25% WG,"EMPRESA COLOMBIANA DE PRODUCTOS VETERINARIOS
VECOL S.A",,250 g/Kg,WG,CHINA
1501,PENDIMETALINA,GRAMILAQ  40 EC,"IMPORTADORA COLOMBIANA DE PRODUCTOS VETERINARIOS ""IMCOLVET LTDA""",,400 g/L,EC,ECUADOR
1502,IMIDACLOPRID LAMBDACIHALOTRIN A,SPIDER 250 SC,INVESA S.A,,200 g/L   50 g/L,SC,COLOMBIA
1503,AZOXYSTROBIN,MINOTAURO 250 SC,ISAGRO COLOMBIA S.A.S,,250 g/L,SC,CHINA PARAGUAY
1504,AZOXYSTROBIN,HELMSTAR 50 WG,HELM ANDINA LTDA,,500 g/Kg,WG,CHINA
1505,AMINOCYCLOPYRAC HLOR+METSULFURO N METHYL,NAVIUS ,DUPONT DE COLOMBIA S.A,,"39.5% , 12.6%",WG,ESTADOS UNIDOS
1506,FLUROXIPYR METIL+CYHALOFOP BUTYL,CRANSTANTM SPECTRUM,DOW AGROSCIENCES DE COLOMBIA S.A.,,230.7 g/L + 184.3 g/L,EC,USA COLOMBIA
1507,PROPICONAZOL DIFECONAZOL,PRIMIUM AG 500 EC,NOVAG S.A.S,,"250 g//L, 250 g/L",EC,CHINA
1508,ACIDO OXOLINICO,OXOLINA 200 FS,NOVAG S.A.S,,200 g/L,FS,CHINA
1509,IMIDACLOPRID + LAMBDACIALOTRINA,LAMDAPRID 430 SC,NOVAG S.A.S,,"350 g/L, 80 g/L",SC,CHINA
1510,TRIDEMORPH,VALIENTE 100 ME,QUIMICOS OMA S.A,,100 g/L,ME,COLOMBIA CHINA
1511,IMIDACLOPRID FLUTRIAFOL,IMPACT MIX,CHEMINOVA AGRO DE COLOMBIA S.A,,"233 g/L, 187.5 g/L",SC,ALEMANIA URUGUAY
1512,FIPRONIL,OCAREN,INTEROC S.A SUCURSAL COLOMBIA,,800 g/Kg,WG,ECUADOR CHINA
1513,"EMAMECTIN BENZOATE TECH (B1 95%)
ACETAMIPRID TECH(96%)",BINGO SG,HANSEANDINA  LIMITADA,,"5.3% , 25%",SG,CHINA
1514,ALFACIPERMETRINA,SAMBALAT 10 EC,DACARSA E.U,,100 g/L,EC,COLOMBIA
1515,PROPANIL,PROPANIL 500 EC AGRLMS ,"COMPAÜA DE SUMINISTROS AGRICOLAS Y VETERINARIOS S.A.S ""SUCROP S.A.S""",,480 g/L,EC,VENEZUELA
1516,BOSCALID PIRACLOSTROBIN,BOSCALID + PIRACLOSTROBIN RAINBOW 38 WG,RAINBOW AGROSCIENCES S.A.S,,"252 g/Kg ,128 g/kg",WG,CHINA
1517,GLUFOSINATO DE AMONIO,GLUFOSINATO DE AMONIO 200 SL-DVA,DVA DE COLOMBIA LTDA,,200 g/L,SL,CHINA
1518,LAMBDACIHALOTRIN A,LAMBDACIHALOTRINA 250 CS-DVA,DVA DE COLOMBIA LTDA,,250 g/L,CS,INDIA
1519,BENOMYL,BENOMYL RAINBOW 50 WP,RAINBOW AGROSCIENCES S.A.S,,500 g/Kg,WP,CHINA
1520,DIFECONAZOL PROPICONAZOL,RAUS 500 EC,AGROCENTRO COLOMBIA S.A.S,,"250 g/L, 250 g/L",EC,CHINA
1521,CYPROCONAZOLE+A ZOXYSTROBIN,CYPROCONAZOLE+AZO XYSTROBIN DELMONTE 280 SC,DELMONTE AGROSCIENCES S.A.S,,"80 g/L,  200 g/L",SC,CHINA
1522,FIPRONIL,BRAKUS WG,SEMBRO S.A,,800 g/Kg,WG,CHINA
1523,"PIRIMIFOS METIL +
DELTAMITRINA",STUKA GRANOS,ANASAC COLOMBIA LTDA,,"250 g/L,10 g/L",EC,CHILE
1524,OXYFLUORFEN,OXYFLUORFEN 240 EC- DVA,DVA DE COLOMBIA LTDA,,240 g/L,EC,CHINA
1525,CYPROCONAZOL,CYPROX 100 SL,PHYTOCARE S.A.S,,100 g/L,SL,CHINA
1526,MANCOZEB,INVEZEB 80 WP,INVESA S.A,,"930 g/L  PURE
MANCOZEB 800
g/ Kg",WP,INDIA
1527,FOSETYL ALUMINIO,FOSALFED 80 WP,"FEDERACION  NACIONAL DE ARROCEROS ""FEDEARROZ""",,800 g/Kg,WP,CHINA COLOMBIA
1528,CYHALOFOP BUTIL,CYHALOFOP BUTIL DEL MONTE 180 EC,DEL MONTE AGROSCIENCES S.A.S,,180 g/L,EC,CHINA
1529,BUPROFEZIN,FRESH 250 SC,SHARDA COLOMBIA S.A.S,,250 g/L,SC,INDIA
1530,CLORPIRIFOS,PYRITILENE 1%,ADAMA ANDINA B.V. SUCURSAL COLOMBIA,,10 g/Kg,BOLSA PLASTICA IMPREGNAD A CON PLAGUICIDA,COLOMBIA
1531,FOSETYL ALUMINIO,FOSETYL AL 80 WP-DVA,DVA DE COLOMBIA LTDA,,84.2% W/W,WP,CHINA
1532,CLOMAZONE,QUIMBAYA 480 EC,MINERALES  EXCLUSIVOS S.A,,48.5 g/L,EC,CHINA
1533,BISPYRIBAC SODIUM,TAIRONAS 400 SC,MINERALES  EXCLUSIVOS S.A,,403.5 g/L,SC,CHINA
1534,CLORURO DE 3 (TRIMETHOXISILI) PROPIL-OCTADECYL- DIMETIL AMONIO (SIQUAT),VERDESPADA 125 SL,KATAN TECH COLOMBIA S.A.S,,12.5 g/L,SL,USA
1535,METOMYL,PILARMATE  EC,PILARQUIM DE COLOMBIA LTDA,,200 g/L,EC,CHINA
1536,OXADIAZON,PIJAOS 250 EC,MINERALES  EXCLUSIVOS S.A,,252.3 g/L,EC,CHINA
1537,METOMYL,PILARMATE   SP,,,900 g/Kg,SP,CHINA
1538,AZOXYSTROBIN FLUTRIAFOL,ATOMIK 325 SC,AGROCENTRO COLOMBIA S.A.S,,"200 g/L, 125 g/L",SC,CHINA
1539,"2,4-D PICLORAM",TORCH MULTI  90 SG,RAINBOW AGROSCIENCES S.A.S,,"61.2 g/Kg, 15.5 g/Kg",SG,CHINA
1540,CYHALOFOP BUTYL,CYHALOMEZ180 EC,MEZFER DE COLOMBIA LTDA,,180 g/L,EC,CHINA
1541,FOSETYL ALUMINIO,FOSETYL ALUMINIO RAINBOW  80 WP,RAINBOW AGROSCIENCES S.A.S,,800 g/Kg,WP,CHINA
1542,"2,4-D DICAMBA",MULTISPRAY  90 SG,RAINBOW AGROSCIENCES S.A.S,,"618 g/Kg, 200 g/Kg",SG,CHINA
1543,CLOROTALONIL DIMETOMORF,DIMETALONIL VECOL 65 WG,"EMPRESA COLOMBIANA DE PRODUCTOS VETERINARIOS S.A ""VECOL S.A""",,"500 g/Kg , 150 g/Kg",WG,CHINA
1544,"PICLORAM ,  2,4-D","PICLORAM + 2,4-D 304 SL DVA",DVA DE COLOMBIA LTDA,,"60g/L, 240g/L",SL,CHINA
1545,SPINOSAD ABAMECTINA,SPINAB 150 SC,SHARDA DE COLOMBIA S.A.S.,,"120 g/L, 30 g/L",SC,INDIA
1546,ATRAZINA,LIMPIAMAIZ 90 WG,"AGROQUIMICOS Y SEMILLAS Y EQUIPOS DE RIEGO ""AGROSER S.A""",,900 g/K/g,WG,VENEZUELA
1547,OXIFLUORFEN,MISAKY 240 EC,"CLABE REPRESENTACIONES COLOMBIANAS LTDA ""CLABEREP LTDA""",,240 g/L,EC,CHINA
1548,PROPANIL,CAZZA 100 ME,QUIMICOS OMA S.A,,100 g/L,ME,CHINA
1549,FLUOPYRAM PYRIMETHANIL,LUNA TRANQUILITY,BAYER S.A,,125 g/L  375 g/L,SC,"COLOMBIA,USA, GUATEMALA
,FRANCIA, ALEMANIA"
1550,THIAMETHOXAM DELTAMETHRIN,TALANTE GOLD 150 SC,ROTAM AGRO COLOMBIA S.A.S,,"100 g/L, 50 g/L",SC,CHINA COLOMBIA FRANCIA
1551,TRICLOPYR,TRIPTIC 480 EC,AGRIPHAR DE COLOMBIA S.A.S,,480.0 g/L,EC,BELGICA
1552,INDAZIFLAM,BECANO SC,BAYER S.A,,500 g/L,SC,ALEMANIA
1553,PACLOBUTRAZOL,FRUTALL 250 SC,HELP-INTERNATIONAL TRADING AND SERVICES LTDA,,250 g/L,SC,CHINA
1554,CYPERMETRINA,CYPERSECT 500 EC,ARYSTA LIFESCIENCE COLOMBIA S.A.S,,500 g/L,CS,BELGICA
1555,DIFORMIL PROPANO,WEST TERRASAFE,ELECTROQUIMICA WEST S.A,,267 g/L,SL,COLOMBIA
1556,DAMINOZIDE,CRYDAN 85 SP,INSUMOS Y SERVICIOS LTDA,,854.00 g/Kg,SP,CHINA
1557,SPIRODICLOFEN,SPYROMITE 240 SC,HELM ANDINA LTDA,,240 g/L,SC,CHINA
1558,METSULFURON METYL,METSULFUHELM 60 WG,NOVAG AGROSCIENCES SUCURSAL COLOMBIA,,600 g/Kg,WG,CHINA
1559,FIPRONIL+IMIDACLO PRID,YUNKE,ANASAC COLOMBIA LTDA,,"100 g/L,157 g/L",SC,"CHILE,CHINA"
1560,CARBENDAZIM,CRIZEB 500 SC,AGRIPHAR DE COLOMBIA S.A.S,,500 g/L,SC,BELGICA
1561,PROPAMOCARB+ CIMOXANIL,PROPACIMOX 450 SC,ARYSTA LIFESCIENCE COLOMBIA S.A.S,,"400.0 g/L, 50.0 g/L",SC,BELGICA
1562,DIFENOCONAZOLE PROPICONAZOLE,DIFENOCONAZOLE + PROPICONAZOLE DEL MONTE 500 EC,DEL MONTE AGROSCIENCES S.A.S,,"250 g/L, 250g/L",EC,CHINA
1563,THIAMETHOXAN LAMBDA CYHALOTRIN,EXPON,"CLABE REPRESENTACIONES COLOMBIANAS LTDA ""CLABEREP LTDA""",,"14.1% , 10.6%",SC,INDIA
1564,AZOXYSTROBIN DIFECONAZOLE,ALLFUN 32 SC,TALANU CHEMICAL LTDA,,"200 g/L, 125 g/L",SC,CHINA
1565,ATRAZINA DICAMBA,MACROMAIZE  90 WG,RAINBOW AGROSCIENCES S.A.S,,"560 g/Kg, 340 g/ Kg",WG,CHINA
1566,THIDIAZURON,FOLNOT 500 WP,HELP-INTERNATIONAL TRADING AND SERVICES LTDA,,500 g/Kg,WP,CHINA
1567,FLUDIOXONIL METALAXIL M,SEEDGUARD  35 FS,RAINBOW AGROSCIENCES S.A.S,,"25 g/L, 10 g/L",FS,CHINA
1568,PYRIMETHANIL,AGRIPYR 400 SC,ARYSTA LIFESCIENCE COLOMBIA S.A.S,,400 g/L,SC,BELGICA
1569,CLOROTALONIL,BALEAR 720 SC,AGRIPHAR DE COLOMBIA S.A.S,,"731.0 g/L , 54.9%",SC,INDIA COLOMBIA
1570,PENDIMETALINA,PENDIMETALINA AGROCENTRO 400 EC,AGROCENTRO COLOMBIA S.A.S,,400 g/L,EC,CHINA
1571,FIPRONIL,FIPRONIL VASCAL 200 SC,"COMERCIALIZADORA INTERNACIONAL  VASCAL LTDA ""CI VASCAL LTDA""",,200 g/L,SC,CHINA
1572,AZOXYSTROBIN,CHAKAL 250 SC,INVESA S.A,,250 g/L,SC,COLOMBIA
1573,AZOXYSTROBIN FLUTRIAFOL,FURTIVO  250 SC,INVESA S.A,,"125 g/L,  125 g/L",SC,COLOMBIA
1574,THIAMETHOZAM LAMBDA-,LORETO 247 SC,MAPLOS COLOMBIA S.A.S,,"141 g/L, 106 g/L",SC,CHINA
1575,OXIFLUORFEN,CONNOR 240 EC,AGRO LEAD COLOMBIA S.A.S,,240 g/L,EC,CHINA
1576,IMIDACLOPRID,MAPRID 350 SC,AGRO LEAD COLOMBIA S.A.S,,350 g/L,SC,CHINA
1577,GLUFOSINATO DE AMONIO,LIBERTY  SL,BAYER S.A,,500 g/L,SL,"ALEMANIA, COLOMBIA
,BRASIL"
1578,GLUFOSINATO DE AMONIO,VOLANDERO AG,AGRIMORPHO LIMITADA,,150 g/L,SL,CHINA
1579,PICLORAM METSULFURON METHYL,TORCH MIX 840,RAINBOW AGROSCIENCES S.A.S,,"240 g/L,  60 g/Kg",SL WG,CHINA
1580,BENSULFURON METHYL,RICEWAITER 36 WP,RAINBOW AGROSCIENCES S.A.S,,20 g/Kg,WP,CHINA
1581,VALIDAMICINA,VALTHIONE 3 SL,"AGROQUIMICOS SEMILLAS Y EQUIPOS DE RIEGO S.A ""AGROSER S.A""",,30 g/L,SL,VENEZUELA
1582,CYMOXANIL PROPAMOCARB,VIAMOCARB 450 SC,VENDEDORA DE INSUMOS AGROPECARIOS S.A,,"50 g/L, 400 g/L",SC,CHINA
1583,PYRIMETHANIL IPRODIONE,ALGUACIL SC,INVESA S.A,,"250 g/L, 125 g/L",SC,COLOMBIA
1584,METALAXYL PROPAMOCARB,YUMA 250 WP,ROTAM AGRO COLOMBIA S.A.S,,"150 g/Kg, 100 g/Kg",WP,"CHINA, COLOMBIA"
1585,PROPAMOCARB,TALGO  SL,BAYER S.A,,700 g/L,SL,COLOMBIA
1586,CYHALOFOP BUTIL ESTER,XENIA 180 EC,"CLABE REPRESENTACIONES COLOMBIANAS LTDA ""CLABEREP LTDA""",,182 g/L,EC,CHINA
1587,AMINOPYRALID,KORTEé,DOW AGROSCIENCES DE COLOMBIA S.A,,240 g/L,SL,COLOMBIA
1588,DIMETHOMORPH,EMPEROR 500 WP,NOVAG S.A.S,,500 g/Kg,WP,CHINA
1589,CLOROTALONIL,CLOROTALONIL DEL MONTE 720 SC,DEL MONTE AGROSCIENCES S.A.S,,720 g/L,SC,CHINA
1590,DIMETOMORPH,DIMETOMORPH DM 50 WP,DEL MONTE AGROSCIENCES S.A.S,,50%,WP,CHINA
1591,IMIDACLOPRID FIPRONIL,SUNATO  FS,BAYER S.A,,"180 g/L, 360 g/L",FS,COLOMBIA
1592,PYRIPROXYFEN,PROCYL 100 EC,FMC COLOMBIA S.A.S,,103.1 g/L,EC,"ESPAÜA, URUGUAY
,ITALIA"
1593,AMETRINA,AMETRINA RAINBOW 500 SC,RAINBOW AGROSCIENCES S.A.S,,500 g/L,SC,CHINA
1594,BENTAZONE,BENTAZON MONTE 480 SL,DEL MONTE AGROSCIENCES S.A.S,,480 g/L,SL,CHINA
1595,BENTAZONA,BENTAGRAN 480 SL,"AGROQUIMICOS Y SEMILLAS Y EQUIPOS DE RIEGO ""AGROSER S.A""",,480 g/L,SL,VENEZUELA
1596,IMIDACLOPRID GAMMA CYHALOTRINA,CALDER 460 ZC,FMC COLOMBIA S.A.S,,"430 g/L,30 g/L",SC,"DINAMARCA
,URUGUAY"
1597,FIPRONIL,STANDAK FS,BAYER S.A,,25. 109% pip,FS,COLOMBIA
1598,MANCOZEB CYMOXANIL,INDONIL ,AGRICSERVICES COLOMBIA LTDA,,"640 g/Kg ,80 g/kg",WP,INDIA
1599,THIADIAZURON,NOCREX VECOL 500 WP,"EMPRESA COLOMBIANA DE PRODUCTOS VETERINARIOS S.A ""VECOL S.A""",,500 g/Kg,WP,CHINA
1600,CLOROTALONIL,SAAT ARPEGIO 720 SC,SAAT ANDINA S.A,,720 g/L,SC,CHINA
1601,CARBENDAZIM FLUTRIAFOL KRESOXYM-METHYL,CORETRI ,FMC LATINOAMERICA S.A,,"200 g/L, 65.5 g/L ,
125 g/L",SC,"COLOMBIA, ESTADOS UNIDOS, BRASIL, ARGENTINA"
1602,CARFENTRAZONE- ETHYL GLIFOSATO,ABROAD EW,FMC LATINOAMERICA S.A,,12 g/L  444.6 g/L,EW,COLOMBIA BRASIL
1603,THIDEMORPH,TABAZCO,ADAMA ANDINA B.V. SUCURSAL COLOMBIA,,860 g/L,OL,COLOMBIA
1604,GLUFOSINATO DE AMONIO,ZIBO  200 SL,ROTAM AGRO COLOMBIA S.A.S,,200 g/L,SL,CHINA
1605,DICLOSULAM,SNAKEé,DOW AGROSCIENCES DE COLOMBIA S.A,,840.0 g/Kg,WG,ESTADOS UNIDOS
1606,BIFENTRINA ZETACIPERMETRINA,CAYENNE ,FMC LATINOAMERICA S.A,,97.75g/L  117.26 g/L,EC,ESTADOS UNIDOS
1607,MALATHION,MARASO 570 EC,RAINBOW AGROSCIENCES S.A.S,,570 g/L,EC,CHINA
1608,GLIFOSATO,GLIFOSATO RAINBOW 480 SL,RAINBOW AGROSCIENCES S.A.S,,356 g/L,SL,CHINA
1609,TRIFLOXYSTROBIN,TRIFLOXYSTROBIN 500 SC-DVA,DVA DE COLOMBIA LTDA,,50.50 w/w,SC,CHINA
1610,FLUTRIAFOL IMIDACLOPRID,PRATICO   SC,ADAMA ANDINA B.V. SUCURSAL COLOMBIA,,"200 g/L,250 g/L",SC,"COLOMBIA
,BRASIL"
1611,CLOROTALONIL,VIATONIL 720 SC,VENDEDORA DE INSUMOS AGROPECUARIOS S.A,,720 g/L,SC,CHINA
1612,GLIFOSATO,GLIFOSATO CRL 480 SL,BBB,,482 g/L,SL,CHINA
1614,METOMYL,METOMYL MEZFER 216 SL,MEZFER DE COLOMBIA LTDA,,216 g/L,SL,CHINA
1615,OXIFLUORFEN,FENFEN 240 EC,RAINBOW AGROSCIENCES S.A.S,,240 g/L,EC,CHINA
1616,GLIFOSATO,GLIFOSATO RAINBOW 747 SG,RAINBOW AGROSCIENCES S.A.S,,680 g/Kg,SG,CHINA
1617,"AMINOPYRALID 2,4-D",CHAPARRALéD,DOW AGROSCIENCES DE COLOMBA S.A,,"9 g/L,1.80 g/L",SL,"COLOMBIA, MEXICO"
1618,"AMINOPYRALID 2,4-D",TRONADORéD,DOW AGROSCIENCES DE COLOMBIA S.A,,"9 g/L, 180g/L",SL,COLOMBIA MEXICO
1619,DIETHOFENCARB,POWMYL 25 SC,VALENT BIOSCIENCES CORPORATION,,25% W/v (250 g/L),SC,"JAPON, COLOMBIA"
1620,METALAXIL MANCOZEB,TALAXIL 72 WP,AGRICENSE LTDA,,"8% w/w , 64% w/w",WP,CHINA
1621,IMIDACLOPRID BIFENTHRIN,KOSPI 130 SC,ROTAM AGRO COLOMBIA S.A.S,,"100 g/L, 30 g/L",SC,"CHINA
,COLOMBIA"
1622,"AMINOPYRALID 2,4-D",FOREFRONTéD,DOW AGROSCIENCES DE COLOMBIA S.A,,"40 g/L, 320 g/L",SL,"COLOMBIA, MEXICO"
1623,DIMETHOMORPH PYRACLOSTROBIN,FORUM TEAM WG,BASF QUIMICA COLOMBIANA S.A,,120 g/Kgff,WG,ALEMANIA
1624,PROPINEB,RAINEB 70 WP,RAINBOW AGROSCIENCES S.A.S,,700 g/Kg,WP,CHINA
1625,"AMINOPYRALID 2,4-D",PASTAR é D,DOW AGROSCIENCES DE COLOMBIA S.A,,"40 g/L, 320 g/L",SL,COLOMBIA MEXICO
1626,TRINEXAPAC-ETHYL,TRONNUSPAC 250 EC,HELM ANDINA LTDA,,250 g/L,EC,POLONIA ALEMANIA
1627,METSULFURON- METHYL,METSULFURON AGROCENTRO 600 WG,AGROCENTRO COLOMBIA S.A.S,,600 g/Kg,WG,CHINA
1628,AMINOCYCLOPYRAC HLOR,JUVIX ,DUPONT DE COLOMBIA S.A,,23.74% w/w,SL,ESTADOS UNIDOS
1629,DIMETOMORF MANCOZEB METALAXYL,NOVOFIX RF,UPL COLOMBIA S.A.S,,"115 g/Kg, 525 g/Kg
,75 g/Kg",WP,CHINA
1630,CLORFENAPYR,CLORFENAPYR DELMONTE  240 SC,DEL MONTE AGROSCIENCES S.A.S,,240 g/L,SC,CHINA
1631,CAPTAN,TANCAP 80 WG,RAINBOW AGROSCIENCES S.A.S,,800 g/Kg,WG,CHINA
1632,EPOXICONAZOL CARBENDAZIM,EPOXICARB 80 WG,RAINBOW AGROSCIENCES S.A.S,,"400 g/Kg, 400 g/Kg",WG,CHINA
1633,ATRAZINA,ATRAZINA DEL MONTE  90 WG,DEL MONTE AGROSCIENCES S.A.S,,900 g/Kg,WG,CHINA
1634,CARBENDAZIM,CARBENDAZIM DEL MONTE 500 SC,DEL MONTE AGROSCIENCES S.A.S,,500 g/L,SC,CHINA
1635,AZOXISTROBIN,AZOXISTROBIN DELMONTE 50 WG,DEL MONTE AGROSCIENCES S.A.S,,500 g/Kg,WG,CHINA
1636,LUFENURON,LUFENURON DELMONTE  50 EC,DEL MONTE AGROSCIENCES S.A.S,,50 g/L,EC,CHINA
1637,MESOTRIONE,LEKTOR  480 SC,RAINBOW AGROSCIENCES S.A.S,,480 g/L,EC,CHINA
1638,METSULFURON METHYL,MEZULFURON 60 WG,MEZFER DE COLOMBIA LTDA,,600 g/Kg,WG,CHINA
1639,BENZOATO DE EMAMECTINA,CONTRINO,ANASAC COLOMBIA LTDA,,50 gr/Kg,SG,"CHILE, CHINA"
1640,PENOXSULAM TRICLOPYR TRIETILAMONIUM,REBELEXé,DOW AGROSCIENCES DE COLOMBIA S.A,,"30 g/L, 250 g/L",SC,ESTADOS UNIDOS
1641,FIPRONIL THIAMETHOXAN,BARAKA 54 SC,ANASAC COLOMBIA LTDA,,"190 g/L,350g/L",SC,"CHILE, CHINA"
1642,PICLORAM,PICLORAM 240 SL DVA,DVA DE COLOMBIA LTDA,,240 g/L,SL,CHINA
1643,PROFOXYDIM,RICECARE 200 EC,RAINBOW AGROSCIENCES S.A.S,,200 g/L,EC,CHINA
